"week_dat","station","Season","District","monitoring_week","ALCM_count","sum","No_traps","hrs_wet","weekly_CGDD","Total_Rainfall","Mean_mintemp","Mean_maxtemp","Mean_meantemp"
2013-03-11,"HAV","2012-13","Havelock North",29,86,20370,9,188,19604,4,46.2666666666667,93.2666666666667,70
2013-03-18,"HAV","2012-13","Havelock North",30,7,20377,9,0,0,0,0,0,0
2012-09-17,"RIR","2012-13","Motueka",1,316,316,3,81,22296.6,0,11.4,51.35,29.3
2012-09-24,"RIR","2012-13","Motueka",2,639,955,3,201,22749.3,20.4,18.25,58.35,36.55
2012-10-01,"RIR","2012-13","Motueka",3,1661,2616,3,57,23378.4,19.2,19.86,58.05,34.5
2012-10-08,"RIR","2012-13","Motueka",4,649,3265,3,129,23983.5,96,16.6,57.45,35.9
2012-10-15,"RIR","2012-13","Motueka",5,324,3589,3,81,24624,21.6,17.1,57.4,37.9
2012-10-22,"RIR","2012-13","Motueka",6,70,3659,3,90,25161,18,14.9,54.5,34.35
2012-10-29,"RIR","2012-13","Motueka",7,42,3701,3,102,25950.3,12,15.65,62,38.65
2012-11-05,"RIR","2012-13","Motueka",8,46,3747,3,96,26528.7,1.8,12.6,53.2,34.15
2012-11-12,"RIR","2012-13","Motueka",9,137,3884,3,78,27168.9,4.2,15.7,56.15,37.15
2012-11-19,"RIR","2012-13","Motueka",10,553,4437,3,51,27979.2,0,20.8,65.4,45.3
2012-11-26,"RIR","2012-13","Motueka",11,3118,7555,3,27,29091.6,0.6,24.95,66,46.7
2012-12-03,"RIR","2012-13","Motueka",12,3809,11364,3,96,30146.1,48.6,22.3,61.3,42.95
2012-12-10,"RIR","2012-13","Motueka",13,1724,13088,3,51,31210.2,0,25.55,67.6,49
2012-12-17,"RIR","2012-13","Motueka",14,1808,14896,3,174,78828.6,83.4,34.83,76.575,55.545
2013-01-07,"RIR","2012-13","Motueka",15,2953,17849,3,54,1986.6,27.6,34.1,79.45,55.55
2013-01-14,"RIR","2012-13","Motueka",16,858,18707,3,99,3125.7,21.6,22.7,65.2,45.4
2013-01-21,"RIR","2012-13","Motueka",17,1287,19994,3,54,4421.7,0,30.05,73.1,52
2013-01-28,"RIR","2012-13","Motueka",18,2016,22010,3,75,5768.4,11.4,37.45,74.8,56.2
2013-02-04,"RIR","2012-13","Motueka",19,2582,24592,3,93,7036.2,1.2,28.1,67.6,48.4
2013-02-11,"RIR","2012-13","Motueka",20,386,24978,3,33,8318.1,0,29.25,72.4,51.1
2013-02-18,"RIR","2012-13","Motueka",21,512,25490,3,78,9568.5,0,29.05,73.1,50.7
2013-02-25,"RIR","2012-13","Motueka",22,370,25860,3,129,10786.8,0,32.25,72.65,51.3
2013-03-04,"RIR","2012-13","Motueka",23,638,26498,3,110,17204.8,5.6,27.3871794871795,76.6051282051282,50.8333333333333
2013-03-11,"RIR","2012-13","Motueka",24,158,26656,2,62,8887.6,11.2,23.9,45.1333333333333,34.0666666666667
2013-03-18,"RIR","2012-13","Motueka",25,153,26809,3,156,14387.7,23.4,22.7,63,42
2013-03-25,"RIR","2012-13","Motueka",26,19,26828,3,72,15539.1,19.8,31.5,72.15,51.25
2013-04-01,"RIR","2012-13","Motueka",27,9,26837,3,150,16562.4,61.8,18.4,60.95,38.45
2013-04-08,"RIR","2012-13","Motueka",28,2,26839,3,0,0,0,0,0,0
2012-08-27,"PAK","2012-13","Pakowhai",1,1,1,2,66,8349.6,1.7,4.45,14.6,9.28333333333333
2012-09-03,"PAK","2012-13","Pakowhai",2,8,9,2,0,8584.2,0,9.43333333333333,19.4,14.55
2012-09-10,"PAK","2012-13","Pakowhai",3,0,9,2,39,8779,7,6.075,15.35,9.66666666666667
2012-09-17,"PAK","2012-13","Pakowhai",4,4,13,2,55,8929.9,2.2,3.11666666666667,14.85,8.75
2012-09-24,"PAK","2012-13","Pakowhai",5,80,93,2,59,9103.5,15.2,9.08333333333333,18.3166666666667,13.4666666666667
2012-10-01,"PAK","2012-13","Pakowhai",6,118,211,2,44,9359.5,5.6,5.68333333333333,18.9833333333333,12.1833333333333
2012-10-08,"PAK","2012-13","Pakowhai",7,12,223,2,33,9620.1,3.2,5.96666666666667,19.6166666666667,13.0833333333333
2012-10-15,"PAK","2012-13","Pakowhai",8,18,241,2,16,9895.1,11.2,8.75,19.6166666666667,14.25
2012-10-22,"PAK","2012-13","Pakowhai",9,0,241,2,41,10146.7,5,7.2,19.1166666666667,12.9
2012-10-29,"PAK","2012-13","Pakowhai",10,3,244,2,63,10462.7,4.1,7.65,20.5166666666667,14.1166666666667
2012-11-05,"PAK","2012-13","Pakowhai",11,2,246,2,43,10658,0.7,5.3,17.1666666666667,11.5333333333333
2012-11-12,"PAK","2012-13","Pakowhai",12,13,259,2,62,10897.9,7.3,8.55,18.9166666666667,13.2
2012-11-19,"PAK","2012-13","Pakowhai",13,169,428,2,47,11217.1,0,8.58333333333333,21.7333333333333,15.6166666666667
2012-11-26,"PAK","2012-13","Pakowhai",14,1061,1489,2,21,11628.2,4.7,11.85,22.2833333333333,17.05
2012-12-03,"PAK","2012-13","Pakowhai",15,2331,3820,2,28,12098.1,1.6,12.2,24.0666666666667,17.85
2012-12-10,"PAK","2012-13","Pakowhai",16,1026,4846,2,19,12520.8,0,12.4166666666667,23.9166666666667,17.9166666666667
2012-12-17,"PAK","2012-13","Pakowhai",17,721,5567,2,27,13096.1,14,15.3333333333333,27.4833333333333,21.3
2012-12-24,"PAK","2012-13","Pakowhai",18,258,5825,2,43,13668.6,8.4,16.6333333333333,25.0166666666667,20.5666666666667
2012-12-31,"PAK","2012-13","Pakowhai",19,706,6531,2,37,247.6,15.5,12.9833333333333,24.1,18.2166666666667
2013-01-07,"PAK","2012-13","Pakowhai",20,1568,8099,2,32,789.6,0,15.3833333333333,29.65,22.45
2013-01-14,"PAK","2012-13","Pakowhai",21,1882,9981,2,36,1354.7,13.6,10.5833333333333,23.7166666666667,17.1
2013-01-21,"PAK","2012-13","Pakowhai",22,572,10553,2,42,1822.2,0.4,12.5166666666667,23.7,18.15
2013-01-28,"PAK","2012-13","Pakowhai",23,530,11083,2,61,2283,0,13.4,25.5,19.5166666666667
2013-02-04,"PAK","2012-13","Pakowhai",24,290,11373,2,45,2746.2,2.4,11.1333333333333,21.0833333333333,16.1333333333333
2013-02-11,"PAK","2012-13","Pakowhai",25,198,11571,2,57,3220.9,0,12.6,24.7666666666667,18.4666666666667
2013-02-18,"PAK","2012-13","Pakowhai",26,249,11820,2,51,3668.6,0,12.1,23,17.1333333333333
2013-02-25,"PAK","2012-13","Pakowhai",27,364,12184,2,34,4113.9,0.2,13.8,23.9333333333333,18.3833333333333
2013-03-04,"PAK","2012-13","Pakowhai",28,311,12495,2,65,4556.8,0,10.3833333333333,23.35,16.6
2013-03-11,"PAK","2012-13","Pakowhai",29,40,12535,2,56,4969.4,1.9,11.7833333333333,23.65,17.4833333333333
2013-03-18,"PAK","2012-13","Pakowhai",30,2,12537,2,0,0,0,0,0,0
2012-09-17,"LND","2012-13","Waimea",1,9,9,2,32,15996,2,9.46666666666667,30.2,19.9333333333333
2012-09-24,"LND","2012-13","Waimea",2,179,188,2,108,16346.2,35.6,13.8666666666667,34.8,24.8666666666667
2012-10-01,"LND","2012-13","Waimea",3,1954,2142,2,50,16780,59.6,12.5333333333333,36,23.4
2012-10-08,"LND","2012-13","Waimea",4,52,2194,2,90,17114.4,0,11,37.0666666666667,23.8
2012-10-15,"LND","2012-13","Waimea",5,28,2222,2,38,17401.4,11.2,15.0333333333333,37.0666666666667,26.1333333333333
2012-10-22,"LND","2012-13","Waimea",6,10,2232,2,62,17826.6,7.2,13.3,37.9,24.7666666666667
2012-10-29,"LND","2012-13","Waimea",7,3,2235,2,74,18423,2.8,14.6333333333333,40.5,27.8333333333333
2012-11-05,"LND","2012-13","Waimea",8,1,2236,2,72,18880.4,0,11.9,35.2666666666667,24.3333333333333
2012-11-12,"LND","2012-13","Waimea",9,21,2257,2,70,19362.2,13.8,13.3,37.9,26.0333333333333
2012-11-19,"LND","2012-13","Waimea",10,82,2339,2,36,19976.2,0.2,20.6,43.2,31.9666666666667
2012-11-26,"LND","2012-13","Waimea",11,803,3142,2,26,20809.2,0.2,23.5,43.3333333333333,33.3333333333333
2012-12-03,"LND","2012-13","Waimea",12,700,3842,2,110,21555.6,56.4,19.4333333333333,38.9666666666667,29.5333333333333
2012-12-10,"LND","2012-13","Waimea",13,718,4560,2,48,22326.4,0,21.1666666666667,45.6,33.9333333333333
2012-12-17,"LND","2012-13","Waimea",14,612,5172,2,208,56210.4,68.2,27.23,50.23,37.75
2013-01-07,"LND","2012-13","Waimea",15,935,6107,2,76,1369.4,15.8,27.0666666666667,47.4666666666667,36.7666666666667
2013-01-14,"LND","2012-13","Waimea",16,357,6464,2,58,2171.6,55.6,19.3666666666667,46.3333333333333,32.3666666666667
2013-01-21,"LND","2012-13","Waimea",17,805,7269,2,26,3116.4,1.4,25.3666666666667,47.4666666666667,36.5666666666667
2013-01-28,"LND","2012-13","Waimea",18,1906,9175,2,34,4083.8,13,28.1666666666667,47.9,38.3333333333333
2013-02-04,"LND","2012-13","Waimea",19,1242,10417,2,82,4960.8,0.4,22.5,43.6666666666667,33.1333333333333
2013-02-11,"LND","2012-13","Waimea",20,324,10741,2,46,5893.8,0,25.5,49.1666666666667,36.9333333333333
2013-02-18,"LND","2012-13","Waimea",21,289,11030,2,88,6798.8,0,22.8333333333333,47.8333333333333,34.8
2013-02-25,"LND","2012-13","Waimea",22,285,11315,2,112,7666.6,0.6,25.7,47.2666666666667,35.7666666666667
2013-03-04,"LND","2012-13","Waimea",23,389,11704,2,52,8565,0,19.7666666666667,51.0666666666667,34.6333333333333
2013-03-11,"LND","2012-13","Waimea",24,97,11801,2,50,9473.4,45.6,27.3666666666667,45.5666666666667,35.8
2013-03-18,"LND","2012-13","Waimea",25,105,11906,2,100,10245,17.4,19.2,41.5333333333333,29.4333333333333
2013-03-25,"LND","2012-13","Waimea",26,19,11925,2,64,11031.6,24.6,25.1,44.8666666666667,34.8333333333333
2013-04-01,"LND","2012-13","Waimea",27,8,11933,2,70,11776.6,25,15.9,41.6,27.3666666666667
2013-04-08,"LND","2012-13","Waimea",28,0,11933,2,0,0,0,0,0,0
2013-10-07,"CLD","2013-14","Earnscleugh",1,1464,1464,4,40,6107.4,10.4,0,0,0
2013-10-14,"CLD","2013-14","Earnscleugh",2,45,1509,4,10,6107.4,17.4,0,0,0
2013-10-21,"CLD","2013-14","Earnscleugh",3,38,1547,4,35,6107.4,7.4,0,0,0
2013-10-28,"CLD","2013-14","Earnscleugh",4,6,1553,4,22,6107.4,0,0,0,0
2013-11-04,"CLD","2013-14","Earnscleugh",5,10,1563,4,19,6107.4,0.4,0,0,0
2013-11-11,"CLD","2013-14","Earnscleugh",6,35,1598,4,22,6107.4,0.2,0,0,0
2013-11-18,"CLD","2013-14","Earnscleugh",7,9,1607,4,16,6107.4,4.6,0,0,0
2013-11-25,"CLD","2013-14","Earnscleugh",8,28,1635,4,13,6107.4,0.8,0,0,0
2013-12-02,"CLD","2013-14","Earnscleugh",9,407,2042,4,28,6107.4,3.8,0,0,0
2013-12-09,"CLD","2013-14","Earnscleugh",10,1923,3965,4,14,6107.4,1.4,0,0,0
2013-12-16,"CLD","2013-14","Earnscleugh",11,2382,6347,4,22,6107.4,19.4,0,0,0
2013-12-23,"CLD","2013-14","Earnscleugh",12,437,6784,4,49,6107.4,5.4,0,0,0
2013-12-30,"CLD","2013-14","Earnscleugh",13,1826,8610,4,9,1017.9,16.8,0,0,0
2014-01-06,"CLD","2013-14","Earnscleugh",14,507,9117,4,21,0,17.8,0,0,0
2014-01-13,"CLD","2013-14","Earnscleugh",15,170,9287,4,11,0,0.8,0,0,0
2014-01-20,"CLD","2013-14","Earnscleugh",16,83,9370,4,24,0,6.8,0,0,0
2014-01-27,"CLD","2013-14","Earnscleugh",17,123,9493,4,19,0,2.2,0,0,0
2014-02-03,"CLD","2013-14","Earnscleugh",18,1377,10870,4,24,0,0,0,0,0
2014-02-10,"CLD","2013-14","Earnscleugh",19,1948,12818,4,33,0,8,0,0,0
2014-02-17,"CLD","2013-14","Earnscleugh",20,1034,13852,4,17,0,1.2,0,0,0
2014-02-24,"CLD","2013-14","Earnscleugh",21,1220,15072,4,39,0,3.8,0,0,0
2014-03-03,"CLD","2013-14","Earnscleugh",22,328,15400,4,38,0,2.4,0,0,0
2014-03-10,"CLD","2013-14","Earnscleugh",23,155,15555,4,36,0,0,0,0,0
2014-03-17,"CLD","2013-14","Earnscleugh",24,382,15937,4,35,0,0,0,0,0
2014-03-24,"CLD","2013-14","Earnscleugh",25,625,16562,4,39,0,2.2,0,0,0
2014-03-31,"CLD","2013-14","Earnscleugh",26,404,16966,4,32,0,16,0,0,0
2014-04-07,"CLD","2013-14","Earnscleugh",27,746,17712,4,50,60.1,5,4,16.34,10.28
2014-04-14,"CLD","2013-14","Earnscleugh",28,60,17772,4,56,213.4,2.6,6.13333333333333,16.5333333333333,11.9666666666667
2014-04-21,"CLD","2013-14","Earnscleugh",29,66,17838,4,0,0,0,0,0,0
2013-09-16,"HAV","2013-14","Havelock North",1,42,42,8,90,28338.9,27,28.56,56.15,39.35
2013-09-23,"HAV","2013-14","Havelock North",2,1418,1460,8,112,39177.2,234.4,43.6,78,59.4666666666667
2013-09-30,"HAV","2013-14","Havelock North",3,1093,2553,8,284,40258.4,0.8,26,79.6666666666667,51.8
2013-10-07,"HAV","2013-14","Havelock North",4,768,3321,8,0,0,0,0,0,0
2013-09-09,"RIR","2013-14","Motueka",1,94,94,6,111,22733.4,58.8,7.75,51.5,29.5
2013-09-16,"RIR","2013-14","Motueka",2,215,309,6,189,23063.4,134.4,20.6,51.75,34.8
2013-09-23,"RIR","2013-14","Motueka",3,821,1130,6,186,23837.7,112.2,22.15,57.2,38.7
2013-09-30,"RIR","2013-14","Motueka",4,1369,2499,6,69,24564.3,0,24.15,58.95,41.35
2013-10-07,"RIR","2013-14","Motueka",5,456,2955,6,234,25240.5,320.4,17.65,47.65,32.3
2013-10-14,"RIR","2013-14","Motueka",6,38,2993,6,45,25900.5,0.6,12.75,61.85,37.65
2013-10-21,"RIR","2013-14","Motueka",7,54,3047,6,159,26770.5,86.4,23.25,60.1,40.1
2013-10-28,"RIR","2013-14","Motueka",8,13,3060,6,111,27459.9,43.2,15.5,58.55,37.8
2013-11-04,"RIR","2013-14","Motueka",9,8,3068,6,87,28386.6,4.2,31.35,63.55,47.75
2013-11-11,"RIR","2013-14","Motueka",10,1972,5040,6,75,29393.7,15.6,25.85,62.6,43.95
2013-11-18,"RIR","2013-14","Motueka",11,5464,10504,6,102,30592.2,0,29.95,71.45,52.15
2013-11-25,"RIR","2013-14","Motueka",12,6460,16964,6,195,31740,57.6,30.66,61.7,45.1
2013-12-02,"RIR","2013-14","Motueka",13,1612,18576,6,150,32948.4,45.6,44.35,68.45,54.85
2013-12-09,"RIR","2013-14","Motueka",14,1169,19745,6,57,34384.8,0,38.35,74.3,56.2
2013-12-16,"RIR","2013-14","Motueka",15,2172,21917,6,99,35752.2,2.4,30.35,70,50.05
2013-12-23,"RIR","2013-14","Motueka",16,521,22438,6,138,37074.3,152.4,41.85,70.05,55.15
2013-12-30,"RIR","2013-14","Motueka",17,1758,24196,6,81,6712.5,110.4,34.4,67,49
2014-01-06,"RIR","2013-14","Motueka",18,1297,25493,6,66,1593.3,34.2,31.35,66.7,49.4
2014-01-13,"RIR","2013-14","Motueka",19,868,26361,6,54,2798.7,0,25.45,69.6,49
2014-01-20,"RIR","2013-14","Motueka",20,2487,28848,6,78,4027.8,90,31.1,67.9,50.1
2014-01-27,"RIR","2013-14","Motueka",21,2395,31243,6,39,5263.8,0,38.3,70.05,54.5
2014-02-03,"RIR","2013-14","Motueka",22,2193,33436,6,99,6663,83.4,33.2,70.85,53
2014-02-10,"RIR","2013-14","Motueka",23,423,33859,6,126,19021.8,0,36.6461538461538,72.3,54.0923076923077
2014-02-24,"RIR","2013-14","Motueka",24,684,34543,6,60,10677.3,6.6,25.75,69.4,46.8
2014-03-03,"RIR","2013-14","Motueka",25,463,35006,6,96,11540.4,0,23.25,66.85,44.65
2014-03-10,"RIR","2013-14","Motueka",26,347,35353,6,162,12733.5,240.6,36.3,65.75,50.75
2014-03-17,"RIR","2013-14","Motueka",27,187,35540,6,78,14062.2,0,29.85,69.7,48.5
2014-03-24,"RIR","2013-14","Motueka",28,103,35643,6,60,15022.8,0,25.25,61.05,44.1
2014-03-31,"RIR","2013-14","Motueka",29,13,35656,6,0,0,0,0,0,0
2013-09-16,"PAK","2013-14","Pakowhai",1,13,13,2,36,9707.1,4.9,8.85,18.7666666666667,13.45
2013-09-23,"PAK","2013-14","Pakowhai",2,990,1003,2,33,10057.7,52.8,10.9333333333333,19.2833333333333,14.8333333333333
2013-09-30,"PAK","2013-14","Pakowhai",3,779,1782,2,86,10335.5,0.2,7.61666666666667,20.0333333333333,13.4833333333333
2013-10-07,"PAK","2013-14","Pakowhai",4,393,2175,2,0,0,0,0,0,0
2013-09-09,"LND","2013-14","Waimea",1,6,6,4,60,16963.2,25.8,8.1,33.2,20.8
2013-09-16,"LND","2013-14","Waimea",2,11,17,4,100,17251.6,97,17.9,32.2333333333333,24.5333333333333
2013-09-23,"LND","2013-14","Waimea",3,423,440,4,82,17812,65.2,16.6333333333333,38.9,27.1333333333333
2013-09-30,"LND","2013-14","Waimea",4,1222,1662,4,84,18334.4,0,19.9333333333333,36.1,28
2013-10-07,"LND","2013-14","Waimea",5,404,2066,4,108,18818.6,73.6,13.6333333333333,31.8666666666667,23.2666666666667
2013-10-14,"LND","2013-14","Waimea",6,10,2076,4,14,19309.8,3,14.0666666666667,40.2666666666667,26.9333333333333
2013-10-21,"LND","2013-14","Waimea",7,10,2086,4,86,19936.8,43.4,17.3666666666667,38.8,27.6666666666667
2013-10-28,"LND","2013-14","Waimea",8,7,2093,4,46,20445.4,24.6,14.6,38.5666666666667,26.9666666666667
2013-11-04,"LND","2013-14","Waimea",9,8,2101,4,26,21145.2,2,24.2333333333333,43.8666666666667,33.7666666666667
2013-11-11,"LND","2013-14","Waimea",10,785,2886,4,62,21862.2,5.4,18.5666666666667,42.0333333333333,30.0333333333333
2013-11-18,"LND","2013-14","Waimea",11,3240,6126,4,70,22677.2,0,23.7,46.8666666666667,35.2333333333333
2013-11-25,"LND","2013-14","Waimea",12,5382,11508,4,122,23488.2,29.6,20.1,43.5333333333333,31.0333333333333
2013-12-02,"LND","2013-14","Waimea",13,785,12293,4,106,24303.2,32.8,30.0666666666667,44.6666666666667,36.1
2013-12-09,"LND","2013-14","Waimea",14,904,13197,4,54,25216.6,1.4,24.4,47.6333333333333,36.3333333333333
2013-12-16,"LND","2013-14","Waimea",15,1185,14382,4,48,26134,2.6,22.8333333333333,48.9,34.2333333333333
2013-12-23,"LND","2013-14","Waimea",16,448,14830,4,102,27028,76,28.4333333333333,47.9666666666667,36.9
2013-12-30,"LND","2013-14","Waimea",17,1512,16342,4,54,4863.4,66.2,22.1,45.6333333333333,32.6666666666667
2014-01-06,"LND","2013-14","Waimea",18,843,17185,4,136,1070.8,13.6,22.7666666666667,44.6333333333333,33.3666666666667
2014-01-13,"LND","2013-14","Waimea",19,1029,18214,4,64,1918,0,19.7,45.4,33.0333333333333
2014-01-20,"LND","2013-14","Waimea",20,2860,21074,4,66,2735.2,49.6,22.6333333333333,45.7,33.5
2014-01-27,"LND","2013-14","Waimea",21,1530,22604,4,34,3583.6,0,27.2666666666667,50.5666666666667,37.1
2014-02-03,"LND","2013-14","Waimea",22,2117,24721,4,96,4509.8,46,22.8,47.9,35.1
2014-02-10,"LND","2013-14","Waimea",23,670,25391,4,110,12811.4,0,25.0153846153846,48.4615384615385,36.2923076923077
2014-02-24,"LND","2013-14","Waimea",24,665,26056,4,16,7231.2,4,18.8333333333333,48.2333333333333,31.7666666666667
2014-03-03,"LND","2013-14","Waimea",25,565,26621,4,42,7846,0,17.7666666666667,43.0666666666667,30.7666666666667
2014-03-10,"LND","2013-14","Waimea",26,240,26861,4,98,8649.8,174.6,24.8,44.2666666666667,33.9
2014-03-17,"LND","2013-14","Waimea",27,104,26965,4,34,9536.4,0,21.3,45.8666666666667,32.8333333333333
2014-03-24,"LND","2013-14","Waimea",28,34,26999,4,54,10183.6,0,17.9666666666667,41.6333333333333,28.9666666666667
2014-03-31,"LND","2013-14","Waimea",29,2,27001,4,0,0,0,0,0,0
2014-09-22,"CLD","2014-15","Earnscleugh",1,23,23,4,12,1164.9,0.2,4.525,19.2166666666667,10.7
2014-09-29,"CLD","2014-15","Earnscleugh",2,163,186,4,15,1333.3,9.4,3.83333333333333,18.5,11.2833333333333
2014-10-06,"CLD","2014-15","Earnscleugh",3,465,651,4,26,1497.4,0.8,6.56,19.0166666666667,12.1
2014-10-13,"CLD","2014-15","Earnscleugh",4,782,1433,4,21,1753.4,12.8,6.86666666666667,18.1,12.6
2014-10-20,"CLD","2014-15","Earnscleugh",5,12,1445,4,20,1903.7,0,2.84,17.75,10.1333333333333
2014-10-27,"CLD","2014-15","Earnscleugh",6,20,1465,4,33,4797.5,9.8,5.76923076923077,20.4769230769231,13.2230769230769
2014-11-10,"CLD","2014-15","Earnscleugh",7,70,1535,4,16,2573.5,10.4,3.66666666666667,18.45,11.05
2014-11-17,"CLD","2014-15","Earnscleugh",8,5,1540,4,21,2815.3,15.2,6.3,21.1333333333333,13.6333333333333
2014-11-24,"CLD","2014-15","Earnscleugh",9,4,1544,4,16,3134,0.2,5.88333333333333,18.9166666666667,12.6666666666667
2014-12-01,"CLD","2014-15","Earnscleugh",10,8,1552,4,15,3381.8,0.4,10.0833333333333,22.9333333333333,16.1666666666667
2014-12-08,"CLD","2014-15","Earnscleugh",11,188,1740,4,28,3762.2,8,7.38333333333333,21.1333333333333,13.9333333333333
2014-12-15,"CLD","2014-15","Earnscleugh",12,2074,3814,4,36,4203.1,4.8,12.7166666666667,26.4833333333333,19.1666666666667
2014-12-22,"CLD","2014-15","Earnscleugh",13,5995,9809,4,23,4725.9,0,11.6166666666667,29.5,20.9666666666667
2014-12-29,"CLD","2014-15","Earnscleugh",14,8543,18352,4,8,1839.1,6.2,11.8333333333333,28,20.0833333333333
2015-01-05,"CLD","2014-15","Earnscleugh",15,774,19126,4,15,632.1,0.8,11.0333333333333,28.5833333333333,19.1833333333333
2015-01-12,"CLD","2014-15","Earnscleugh",16,317,19443,4,28,1131.1,5.2,12.2,27.1333333333333,19.1166666666667
2015-01-19,"CLD","2014-15","Earnscleugh",17,153,19596,4,27,1570.1,0,9.93333333333333,28.2166666666667,19.15
2015-01-26,"CLD","2014-15","Earnscleugh",18,533,20129,4,21,2179.7,1.2,15.25,28.5,21.2166666666667
2015-02-02,"CLD","2014-15","Earnscleugh",19,2439,22568,4,24,2606.3,12.4,7.28333333333333,23.3,15
2015-02-09,"CLD","2014-15","Earnscleugh",20,1451,24019,4,25,2969.5,0,7.46666666666667,24.45,15.55
2015-02-16,"CLD","2014-15","Earnscleugh",21,1614,25633,4,31,3421.8,9.4,11.9666666666667,28.85,19.15
2015-02-23,"CLD","2014-15","Earnscleugh",22,1931,27564,4,38,3860.9,2.2,8.88333333333333,24.75,16.5166666666667
2015-03-02,"CLD","2014-15","Earnscleugh",23,1304,28868,4,16,4301.9,5.6,10.4666666666667,23.7666666666667,16.6333333333333
2015-03-09,"CLD","2014-15","Earnscleugh",24,1435,30303,4,30,4681.4,0,8.81666666666667,25.6833333333333,16.15
2015-03-16,"CLD","2014-15","Earnscleugh",25,1047,31350,4,23,4896.9,0,7.325,18.6833333333333,11.2666666666667
2015-03-23,"CLD","2014-15","Earnscleugh",26,313,31663,4,69,5212.9,3.6,9.75,23.2166666666667,15.7166666666667
2015-03-30,"CLD","2014-15","Earnscleugh",27,794,32457,4,0,0,0,0,0,0
2014-09-08,"HAV","2014-15","Havelock North",1,17,17,8,0,35723.6,56.8,25.4666666666667,62,44.4
2014-09-15,"HAV","2014-15","Havelock North",2,176,193,8,0,36556.8,4,23.8,70.9333333333333,46.4
2014-09-22,"HAV","2014-15","Havelock North",3,1261,1454,8,0,37231.2,50.8,25.4666666666667,77.8666666666667,49.5333333333333
2014-09-29,"HAV","2014-15","Havelock North",4,1637,3091,8,0,38026,12.8,22.2,69.2,46.2666666666667
2014-10-06,"HAV","2014-15","Havelock North",5,859,3950,8,0,38938,4,23.3333333333333,73.2666666666667,49.3333333333333
2014-10-13,"HAV","2014-15","Havelock North",6,412,4362,8,0,40013.6,67.2,41.2666666666667,81.4666666666667,61.1333333333333
2014-10-20,"HAV","2014-15","Havelock North",7,382,4744,8,0,41045.2,4.8,22.2666666666667,71.7333333333333,44.4666666666667
2014-10-27,"HAV","2014-15","Havelock North",8,21,4765,8,0,42095.6,0,36.5333333333333,89.5333333333333,63.6666666666667
2014-11-03,"HAV","2014-15","Havelock North",9,12,4777,8,0,43181.2,51.2,18.3333333333333,66,42.4666666666667
2014-11-10,"HAV","2014-15","Havelock North",10,172,4949,8,0,44198.4,2.4,28.5333333333333,89.4,57.7333333333333
2014-11-17,"HAV","2014-15","Havelock North",11,1923,6872,8,0,45684.4,0.4,41.2,88.6,66
2014-11-24,"HAV","2014-15","Havelock North",12,10790,17662,8,0,47447.6,18,42.9333333333333,96.5333333333333,69.6
2014-12-01,"HAV","2014-15","Havelock North",13,1938,19600,8,0,48644,12.4,37.1333333333333,83.2,59.1333333333333
2014-12-08,"HAV","2014-15","Havelock North",14,2598,22198,8,0,50113.2,113.2,47.7333333333333,79.1333333333333,61.0666666666667
2014-12-15,"HAV","2014-15","Havelock North",15,2224,24422,8,0,51633.2,60.8,57.2,98.4,77.4
2014-12-22,"HAV","2014-15","Havelock North",16,1261,25683,8,0,53655.2,0,52.4666666666667,89.8666666666667,72.9333333333333
2014-12-29,"HAV","2014-15","Havelock North",17,1688,27371,8,0,18760.8,0,46.2,92.9333333333333,71.9333333333333
2015-01-05,"HAV","2014-15","Havelock North",18,5112,32483,8,0,2232.4,0,44.4,95.3333333333333,71.4666666666667
2015-01-12,"HAV","2014-15","Havelock North",19,813,33296,8,0,4290.4,14.8,61.2666666666667,98.9333333333333,80.9333333333333
2015-01-19,"HAV","2014-15","Havelock North",20,346,33642,8,0,6260.4,28,40.0666666666667,91.2,67.1333333333333
2015-01-26,"HAV","2014-15","Havelock North",21,263,33905,8,0,8182.4,18.4,68.4666666666667,93.8666666666667,80.6
2015-02-02,"HAV","2014-15","Havelock North",22,515,34420,8,0,10404,0.4,44.4,99.4,72.3333333333333
2015-02-09,"HAV","2014-15","Havelock North",23,1114,35534,8,0,12055.6,6.4,44.4666666666667,80.9333333333333,62.7333333333333
2015-02-16,"HAV","2014-15","Havelock North",24,721,36255,8,0,13618,7.6,44.6666666666667,97.8,72
2015-02-23,"HAV","2014-15","Havelock North",25,1626,37881,8,0,15491.6,1.2,43.6666666666667,94.1333333333333,68.6666666666667
2015-03-02,"HAV","2014-15","Havelock North",26,397,38278,8,0,17431.6,2.4,51.8,103.866666666667,76
2015-03-09,"HAV","2014-15","Havelock North",27,432,38710,8,0,19368.8,164,58.7333333333333,91.8666666666667,74
2015-03-16,"HAV","2014-15","Havelock North",28,448,39158,8,0,20748.8,0.4,28.6666666666667,76.7333333333333,52.6666666666667
2015-03-23,"HAV","2014-15","Havelock North",29,1247,40405,8,0,22200.8,13.6,50.6,91.9333333333333,70.2
2015-03-30,"HAV","2014-15","Havelock North",30,1116,41521,8,0,23784.4,0,33.9333333333333,92.7333333333333,63.4666666666667
2015-04-06,"HAV","2014-15","Havelock North",31,789,42310,8,0,25442.8,193.6,47.1333333333333,83.6666666666667,64.3333333333333
